date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:22:07	86710/86710	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:53%20GMT	https://www.uscomicversand.de/neu-ausgepackt/sheena-queen-of-the-jungle-vol-1.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/sheena-queen-of-the-jungle-vol-1.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-2.htm)
15:22:08	93212/93212	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:54%20GMT	https://www.uscomicversand.de/neu-ausgepackt/sheena-queen-of-the-jungle-vol-2.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/sheena-queen-of-the-jungle-vol-2.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-2.htm)
15:22:09	97570/97570	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:56%20GMT	https://www.uscomicversand.de/neu-ausgepackt/silver-surfer-epic-collection-vol-9-resurrection.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/silver-surfer-epic-collection-vol-9-resurrection.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-2.htm)
15:22:10	90718/90718	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:56%20GMT	https://www.uscomicversand.de/neu-ausgepackt/spider-man-gauntlet-the-complete-collection-vol-2.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/spider-man-gauntlet-the-complete-collection-vol-2.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-2.htm)
15:22:11	93881/93881	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:57%20GMT	https://www.uscomicversand.de/neu-ausgepackt/star-wars-age-of-rebellion-hc.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/star-wars-age-of-rebellion-hc.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-2.htm)
15:22:12	89440/89440	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:58%20GMT	https://www.uscomicversand.de/neu-ausgepackt/star-wars-age-of-resistance-heroes.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/star-wars-age-of-resistance-heroes.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:13	87745/87745	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:59%20GMT	https://www.uscomicversand.de/neu-ausgepackt/star-wars-darth-vader-dark-lord-of-the-sith-vol-2.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/star-wars-darth-vader-dark-lord-of-the-sith-vol-2.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:14	86990/86990	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:00%20GMT	https://www.uscomicversand.de/neu-ausgepackt/star-wars-jedi-fallen-order-dark-temple.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/star-wars-jedi-fallen-order-dark-temple.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:15	86528/86528	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:01%20GMT	https://www.uscomicversand.de/neu-ausgepackt/supergirl-cosmic-adventures-in-the-8th-grade.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/supergirl-cosmic-adventures-in-the-8th-grade.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:16	87386/87386	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:02%20GMT	https://www.uscomicversand.de/neu-ausgepackt/superman-man-of-steel-vol-1-hc.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/superman-man-of-steel-vol-1-hc.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:17	88561/88561	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:00%20GMT	https://www.uscomicversand.de/neu-ausgepackt/super-villains-unite-complete-super-villain-team-.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/super-villains-unite-complete-super-villain-team-.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:18	91374/91374	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:03%20GMT	https://www.uscomicversand.de/neu-ausgepackt/symbiote-spider-man-alien-reality.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/symbiote-spider-man-alien-reality.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:19	86872/86872	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:04%20GMT	https://www.uscomicversand.de/neu-ausgepackt/tarot-avengers-defenders.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/tarot-avengers-defenders.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:20	87337/87337	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:05%20GMT	https://www.uscomicversand.de/neu-ausgepackt/the-end.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/the-end.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:21	88062/88062	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:06%20GMT	https://www.uscomicversand.de/neu-ausgepackt/thor-by-jason-aaron-vol-4-hc.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/thor-by-jason-aaron-vol-4-hc.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:22	95292/95292	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:06%20GMT	https://www.uscomicversand.de/neu-ausgepackt/tomb-of-dracula-the-complete-collection-vol-4.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/tomb-of-dracula-the-complete-collection-vol-4.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:23	93597/93597	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:09%20GMT	https://www.uscomicversand.de/neu-ausgepackt/uncanny-x-men-by-kieron-gillen-complete-collection.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/uncanny-x-men-by-kieron-gillen-complete-collection.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:24	92210/92210	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:10%20GMT	https://www.uscomicversand.de/neu-ausgepackt/valkyrie-jane-foster-vol-2-at-the-end-of-all-thing.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/valkyrie-jane-foster-vol-2-at-the-end-of-all-thing.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:25	86578/86578	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2006:44:07%20GMT	https://www.uscomicversand.de/neu-ausgepackt/venom-rex-marvel-select-edition-hc.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/venom-rex-marvel-select-edition-hc.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:26	91531/91531	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:10%20GMT	https://www.uscomicversand.de/neu-ausgepackt/wonder-woman-hiketeia-deluxe-edition-hc.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/wonder-woman-hiketeia-deluxe-edition-hc.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:27	87794/87794	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:12%20GMT	https://www.uscomicversand.de/neu-ausgepackt/wonder-woman-many-lives-of-maxwell-lord.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/wonder-woman-many-lives-of-maxwell-lord.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:28	86840/86840	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:14%20GMT	https://www.uscomicversand.de/neu-ausgepackt/x-men-fantastic-four-4x.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/x-men-fantastic-four-4x.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:29	97015/97015	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:14%20GMT	https://www.uscomicversand.de/neu-ausgepackt/x-men-epic-collection-vol-6-proteus.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/x-men-epic-collection-vol-6-proteus.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:30	97518/97518	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:18%20GMT	https://www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:31	92153/92153	---M-Z	200	added ('OK')	text/html	etag:%22167f9-5b63998f30ac3%22	https://www.uscomicversand.de/neu-ausgepackt/year-of-the-villain-infected.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/year-of-the-villain-infected.html	(from https://www.uscomicversand.de/neu-ausgepackt/index-3.htm)
15:22:32	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2014:22:32%20GMT	https://www.uscomicversand.de/neu-ausgepackt/{text:true,%20icons:{primary:'ui-icon-cart'}}	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/{text_true,%20icons_{primary_'ui-icon-cart'}}	(from https://www.uscomicversand.de/neu-ausgepackt/avengers-west-coast-epic-collection-vol-3-tales-to.htm)
15:22:33	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2014:22:33%20GMT	https://www.uscomicversand.de/neu-ausgepackt/{%22validate%22:{%22required%22:true,%22email%22:true,%22messages%22:{%22required%22:%22Bitte%20geben%20Sie%20Ihre%20Emailadresse%20ein%22,%22email%22:%22Dies%20ist%20keine%20g%c3%bcltige%20Emailadresse%22}}}	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/{_validate__{_required__true,_email__true,_messages__{_required___Bitte%20geben%20Sie%20Ihre%20Emailadresse%20ein_,_email___Dies%20ist%20keine%20g%c3%bcltige%20Emailadresse_}}}	(from https://www.uscomicversand.de/neu-ausgepackt/avengers-west-coast-epic-collection-vol-3-tales-to.htm)
15:22:34	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2014:22:34%20GMT	https://www.uscomicversand.de/neu-ausgepackt/{%22validate%22:{%22required%22:true,%22messages%22:{%22required%22:%22Bitte%20schreiben%20Sie%20hier%20Ihre%20Anfrage%20hin%22}}}	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/{_validate__{_required__true,_messages__{_required___Bitte%20schreiben%20Sie%20hier%20Ihre%20Anfrage%20hin_}}}	(from https://www.uscomicversand.de/neu-ausgepackt/avengers-west-coast-epic-collection-vol-3-tales-to.htm)
15:22:35	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2014:22:35%20GMT	https://www.uscomicversand.de/neu-ausgepackt/interner-fehler.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/interner-fehler.htm	(from https://www.uscomicversand.de/neu-ausgepackt/avengers-west-coast-epic-collection-vol-3-tales-to.htm)
15:22:36	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2014:22:36%20GMT	https://www.uscomicversand.de/neu-ausgepackt/erfolgreich-gesendet.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/erfolgreich-gesendet.htm	(from https://www.uscomicversand.de/neu-ausgepackt/avengers-west-coast-epic-collection-vol-3-tales-to.htm)
15:22:37	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2014:22:37%20GMT	https://www.uscomicversand.de/neu-ausgepackt/{icons:%20{secondary:%20%22ui-icon-triangle-1-e%22}}	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/{icons_%20{secondary_%20_ui-icon-triangle-1-e_}}	(from https://www.uscomicversand.de/neu-ausgepackt/avengers-west-coast-epic-collection-vol-3-tales-to.htm)
15:22:38	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2014:22:38%20GMT	https://www.uscomicversand.de/neu-ausgepackt/{maxElements:12,%20horizontalAlign:'right'}	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/{maxElements_12,%20horizontalAlign_'right'}	(from https://www.uscomicversand.de/neu-ausgepackt/house-of-x-powers-of-x.htm)
15:22:39	95734/95734	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:28%20GMT	https://www.uscomicversand.de/neu-ausgepackt/house-of-x-powers-of-x-1.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/house-of-x-powers-of-x-1.html	(from https://www.uscomicversand.de/neu-ausgepackt/house-of-x-powers-of-x.htm)
15:22:40	94790/94790	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:44%20GMT	https://www.uscomicversand.de/neu-ausgepackt/powers-the-best-ever-hc-1.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/powers-the-best-ever-hc-1.html	(from https://www.uscomicversand.de/neu-ausgepackt/powers-the-best-ever-hc.htm)
15:22:41	91334/91334	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:44%20GMT	https://www.uscomicversand.de/neu-ausgepackt/powers-the-best-ever-hc-2.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/powers-the-best-ever-hc-2.html	(from https://www.uscomicversand.de/neu-ausgepackt/powers-the-best-ever-hc.htm)
15:22:42	91773/91773	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:49%20GMT	https://www.uscomicversand.de/neu-ausgepackt/runaways-vol-5-canon-fodder-1.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/runaways-vol-5-canon-fodder-1.html	(from https://www.uscomicversand.de/neu-ausgepackt/runaways-vol-5-canon-fodder.htm)
15:22:43	93321/93321	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:35:55%20GMT	https://www.uscomicversand.de/neu-ausgepackt/silver-surfer-epic-collection-vol-9-resurrection-1.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/silver-surfer-epic-collection-vol-9-resurrection-1.html	(from https://www.uscomicversand.de/neu-ausgepackt/silver-surfer-epic-collection-vol-9-resurrection.htm)
15:22:44	92363/92363	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:12%20GMT	https://www.uscomicversand.de/neu-ausgepackt/x-men-epic-collection-vol-6-proteus-1.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/x-men-epic-collection-vol-6-proteus-1.html	(from https://www.uscomicversand.de/neu-ausgepackt/x-men-epic-collection-vol-6-proteus.htm)
15:22:45	97424/97424	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:15%20GMT	https://www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha-1.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha-1.html	(from https://www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha.htm)
15:22:46	98025/98025	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:16%20GMT	https://www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha-2.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha-2.html	(from https://www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha.htm)
15:22:47	97523/97523	---M-Z	200	added ('OK')	text/html	date:Sat,%2012%20Dec%202020%2000:36:17%20GMT	https://www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha-3.htm	httrack_www.uscomicversand.de/www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha-3.html	(from https://www.uscomicversand.de/neu-ausgepackt/x-men-milestones-necrosha.htm)
